visual_node_id,pmid,node_id,degree,component_rank,title,conclusion_text
42335076,42335076,N089864,2,1,Immunoglobulin Supplementation Practices and Effects During Pediatric B-Cell Acute Lymphoblastic Leukemia Therapy.,"In adjusted models, the odds of IVIG administration were lower for non-white patients (OR=0.43, 95% CI=0.22-0.83), higher for patients with >2 severe infections during treatment (OR=2.57, 95% CI=1.28-5.18), and higher for National Cancer Institute standard risk patients with IgG nadir <500 mg/dL (OR=7.45, 95% CI=3.54-15.70). Uniform IgG measurements during therapy may guide supplementation decisions, especially in the era of frontline immunotherapy."
41180668,41180668,N089881,1,3241,Transoral endoscopic parathyroidectomy vestibular approach: our experience from a single center in Kuwait.,"The transoral endoscopic parathyroidectomy vestibular approach (TOEPVA) is a viable, safe, and cosmetically advantageous option for parathyroidectomy in select patients. Careful patient selection is crucial, with criteria including a single adenoma identified on preoperative imaging, and no history of neck surgery or anticoagulant use. Further research is needed to clarify TOEPVA's role in the surgical management of primary hyperparathyroidism and to explore its long-term outcomes in a larger, diverse patient population."
41638799,41638799,N089883,1,5,Diagnosis of primary aldosteronism: Novel workup strategies and biochemical tools.,"Finally, transformative potential of functional imaging techniques, particularly CXCR4-targeted PET, and the increasing role of machine learning in refining diagnostic algorithms and identifying novel biomarkers is explored. These advancements in novel biomarkers and work-up strategies promise to enhance the sensitivity, specificity, and practicality of PA diagnosis, facilitating earlier intervention and improving patient care."
41502734,41502734,N089884,1,2711,Ultrasound-Assisted Sustainable Processing of Garden Cress Juice: Enhancing Bioactive Compounds and Bioaccessibility through XGBoost Optimization.,"The findings indicate that ultrasound technology is a superior method for preserving bioactive compounds, maintaining the aroma profile, and enhancing bioaccessibility compared to heat treatment. The developed model showed a strong predictive performance under optimal conditions."
41517080,41517080,N089891,1,111,What Drives Consumers' Breakfast Food Choices? Case Study in South Africa-A Multiethnic Middle-Income Country.,"This study, however, indicates that South African consumers, irrespective of age, ethnicity, and living standard, rated healthfulness and nutritional value highly as a benefit, the highest for choosing 13 of the 21 foods. Thus, it is concluded that the opportunity exists to support consumer needs of nutrition and wellness together with affordability, taste, and satiety."
41282517,41282517,N089894,2,1,Effect of Maternal Moringa oleifera Leaf Supplementation on Maternal and Infant Nutritional Status and Human Milk Output: A Pilot Single-Blinded Cluster-Randomized Trial.,"In this population, 3 mo of maternal moringa consumption was associated with increased expressed milk output and higher circulating infant IGF-1 without impacting infant growth. Additional studies are needed to understand the mechanisms driving these effects and their influence on long-term health.This trial was registered at clinicaltrials.gov as NCT04587271 (https://clinicaltrials.gov/ct2/show/NCT04587271)."
42352994,42352994,N089912,5,1,Silver Nanoparticles Produced by Rooibos Kombucha Suppress Bacterial Biofilms and Improve Survival in Galleria mellonella Infection Model.,AgNPs-K were non-toxic up to 400 µg/mL and improved survival in six of seven infection models. Fermented rooibos kombucha functions as an effective biosynthetic matrix for the green production of phytochemical-capped AgNPs.
41505853,41505853,N089913,2,1,Potential ergogenic aid of capsaicinoid or capsinoids in healthy adults: a systematic review with meta-analysis.,"Meta-analysis showed improvements in acute resistance exercise performance (standardized mean difference [SMD] = 0.198; 95% confidence interval (CI) = 0.083-0.313; P = .001), and acute aerobic exercise performance, where CAP improved time-to-exhaustion (SMD = 0.487; 95% CI = 0.089-0.885; P = .016) but without overall effect (SMD = 0.055; 95% CI = -0.128 to 0.238; P = .554). Two chronic aerobic studies were included, but neither improved."
42357191,42357191,N089915,1,2499,"Evaluation of the Nematicidal and Phytotoxic Potential of Ricinus communis , Cosmos bipinnatus , and Tagetes erecta Plant Extracts in Tomato.","Therefore, in this study we examine the activity of three plant extracts to reduce the population of plant-parasitic nematodes that cause root gall formation in tomato plants, using in vitro tests and greenhouse experiments. Nevertheless, according to the germination tests on tomato seeds, the extracts also seem to have a minimal phytotoxic effect on the development/first growth stage of tomato plants under greenhouse conditions."
42109960,42109960,N089927,4,1,Machine Learning in Maternity: Early Diagnosis of Placenta Accreta Spectrum.,"MRI-based approaches showed even higher performance, particularly with texture analysis using k-nearest neighbors (k-NN), achieving up to 98.1% accuracy. Overall, ML offers significant potential as a tool for the early diagnosis of PAS by improving diagnostic accuracy, consistency, and reducing human error."
42110988,42110988,N089937,1,3218,Dual-threshold adaptive irradiation strategy for vascular-targeted photodynamic therapy based on hyperspectral-photoacoustic dual-modality imaging.,"Instead of adhering to a single preset protocol, the system uses both a tissue oxygenation threshold and an in vivo photosensitizer bleaching plateau as biologically meaningful criteria for real-time light modulation and treatment termination. In preclinical studies, this closed-loop, imaging-guided control scheme improved the balance between V-PDT efficacy and treatment time and provided a technical foundation for future patient-specific dose optimization in V-PDT."
42369798,42369798,N089938,1,1,Sex differences in atrial fibrillation treatment with catheter ablation in Southern Brazil: Real-world insights from a Latin American registry-SBR-AF.,"In the largest, real-world, multicenter, prospective cohort of AF ablation in Latin America, women underwent ablation at older ages with greater symptom burden yet achieved efficacy and safety comparable to men."
41958601,41958601,N089947,5,1,Efficacy of an Extended 10-day Letrozole Regimen Compared to the 5-day Regimen in Enhancing Ovulation in Infertile Women with Polycystic Ovary Syndrome: A Randomised Controlled Trial.,The extended 10-day letrozole regimen significantly improves follicular response without increasing adverse outcomes and may improve cycle efficiency in women with PCOS.
41822601,41822601,N089948,8,1,Predictive Value of the Triglyceride-Glucose Index (TyG Index) for Major Cardiac Events in Patients With Chronic Heart Failure and Type 2 Diabetes: A Prospective Observational Study.,"The TyG index is a strong and clinically useful predictor of major adverse cardiac events in patients with coexisting CHF and T2DM. Its simplicity and accessibility support its integration into routine risk stratification, particularly in resource-limited settings."
41542106,41542106,N089952,1,1,Associations between Pathogenic Germline Variants in BRCA and Non-Breast/Non-Ovarian Cancer Types in the German Population.,"In the present study, an increased risk of gastrointestinal cancer was observed in German families with pathogenic BRCA1/2 variants, consistent with findings from previous research. These findings highlight the importance of developing additional screening programs or preventive strategies for BRCA carriers, especially with regard to upper gastrointestinal tract malignancies."
41808708,41808708,N089953,3,1,Neoadjuvant ALK tyrosine kinase inhibitor in patients with resectable locally advanced non-small cell lung cancer harboring ALK rearrangement.,"Pathological evaluation showed that 32.0% achieved a pathological CR and 36.0% achieved a major pathological response. Overall, neoadjuvant ALK-TKI monotherapy showed promising efficacy and a manageable safety profile in locally advanced ALK -positive NSCLC, providing preliminary support for its further investigation in prospective trials."
42278750,42278750,N089957,2,1,Efficacy and Safety of Adding Electrolysis Device to Standard Methods of Maintaining Oral Hygiene in Patients with Fixed Orthodontic Appliance.,"The addition of an electrolysis device to standard oral hygiene maintenance measures in people wearing fixed orthodontic appliances was associated with improvements in gingival inflammation, papillary bleeding, and dental plaque indices-outcomes measured with established clinical instruments. Apparent reductions in white-spot lesion counts were also observed but should be considered exploratory given the absence of calibrated or blinded lesion assessment. These findings are preliminary and do not establish causal efficacy."
40973249,40973249,N089960,1,2352,Biomimetic chitosan derivatives inspired by cell-penetrating peptides for enhanced octreotide absorption following lung delivery.,"In comparison to native CS, hydrophobic AA-CSs induced no obvious enhancement in transmembrane permeation, while cationic AA-CSs improved drug absorption across pulmonary epithelium to varying degrees, with the highest enhancement ratio observed for arginine-CS (Arg-CS) group. Mechanism studies indicated paracellular pathway-mediated drug transport of AA-CSs."
41035604,41035604,N089976,8,55,Patient Adherence and Long-Term Tolerability of Anti-calcitonin Gene-Related Peptide (CGRP) Monoclonal Antibodies in Migraine Prevention: A Systematic Review.,"Responder rates (≥50% reduction in monthly migraine days) improved from 44% at three months to 64% at 12 months, with network meta-analyses suggesting greater efficacy compared with topiramate and OnabotulinumtoxinA, though direct head-to-head RCTs remain lacking. Overall, anti-CGRP mAbs demonstrate favorable adherence, sustained tolerability, and comparative advantages over conventional therapies, but further research is needed to assess long-term safety beyond 12 months, cost-effectiveness, and use in special populations such as pregnancy."
41003270,41003270,N089977,1,408,Social Frailty and Social Isolation in Chinese Community-Dwelling Older Adults: A Network Analysis.,"The tight network connecting SF and SI suggests that nursing assessments should screen for both constructs simultaneously. Interventions that increase social participation, foster belonging, and create opportunities for reciprocal helping may mitigate both syndromes, supporting healthier ageing and reducing downstream healthcare utilization."
42325780,42325780,N089978,1,1139,Serum alpha-fetoprotein kinetics as a mechanistic biomarker for rAAV-TK/GCV efficacy in hepatocellular carcinoma.,"Therefore, this article constructed a mechanistic model and integrates clinical and preclinical research data, proposing that changes in AFP kinetics are the result of four interacting processes: preferential elimination of proliferative tumor clones expressing high levels of AFP, heterogeneity of rAAV-tk transduction and the bystander effect of tk/GCV, treatment-induced liver tissue damage and regeneration in cirrhosis, and adaptive and innate immune responses. Based on this, the article explores how early AFP kinetic parameters (e.g., percentage decline, slope, time to and depth of nadir) can serve as dynamic efficacy indicators and predictive biomarkers to facilitate dosage selection, trial enrichment and adaptive treatment."
42000139,42000139,N089982,2,1,Five-year overall survival in JCOG1205/1206: irinotecan or etoposide plus cisplatin for resected high-grade neuroendocrine carcinoma of the lung.,Our results showed no significant difference in both updated RFS and OS between the two arms for patients with completely resected HGNEC.
41522103,41522103,N089993,1,1,Impacting factors of diagnostic accuracy of ultrasound-guided percutaneous core needle biopsy in mediastinal lesions: an analysis with 622 cases.,"UGNB is an effective diagnostic approach for patients with mediastinal tumors with minor complications. Cystic necrosis and younger age were significant impacting factors for unsuccessful diagnosis. New techniques, such as contrast-enhanced ultrasound and rotational core needle, may probably increase diagnostic accuracy and reduce complications."
42365092,42365092,N089997,1,92,Uniform volumetric encapsulation of antimicrobial agents into mesoporous silica for their slow release: the case of copper oxide.,"Both as prepared ([Cu(NH 3 ) 4 ] 2+ @SiO 2 ) and calcined (Cu x O@SiO 2 ) nanocomposites demonstrated antibacterial activity against the Gram-negative bacteria Escherichia coli and Pseudomonas aeruginosa, as well as the Gram-positive bacterium Staphylococcus aureus. However, the Cu x O@SiO 2 material appears to be more promising for antimicrobial applications due to its low cytotoxicity to human keratinocytes in vitro."
41798850,41798850,N090003,7,1,"Comparative effects of dietary pomegranate peel and Aloe vera gel on growth, metabolic pathways, antioxidant status, molecular docking, and intestinal integrity in growing rabbits.","In conclusion, dietary supplementation with pomegranate peel or Aloe vera significantly improved growth performance, optimized metabolic activity, and enhanced intestinal morphology in growing rabbits. Each supplement provided unique physiological benefits, supported by molecular docking evidence linking their bioactive compounds to antioxidant and cytoprotective mechanisms."
42325687,42325687,N090017,3,2,Addition of CAD polygenic risk score to coronary artery calcium score enhances prediction of MACE.,This study underscores the value of integrating CACS and CAD PRS in predicting MACE. The synergistic effect of CAD PRS combined with CACS markedly improves predictive power. Investigating the interactions between PRS and CACS will be crucial for refining cardiovascular risk prediction and optimizing prevention strategies.
41089984,41089984,N090023,1,3013,Clinical determinants of mortality in dengue fever: A hospital-based study.,"Early identification of risk factors such as advanced age, severe thrombocytopenia, organ dysfunction, and systemic complications can guide timely interventions and reduce dengue-related mortality. These findings are particularly relevant for primary care physicians, who are often the first point of contact in dengue-endemic areas and are key to early diagnosis, risk stratification, and referral for advanced care."
41958581,41958581,N090024,4,8,Effect of Case-Based Learning combined with Flipped Classroom on residents' axillary vein puncture and catheterization ability.,"The CBL-FC integrated teaching model exerts a remarkable educational effect on AVPC training for residents, effectively improving their clinical operational proficiency, clinical decision-making ability and learning engagement. It serves as a feasible and effective optimized teaching approach to replace traditional teaching, and can be popularized in clinical skill training for residents in critical care and emergency medicine, which provides a valuable reference for the reform of clinical teaching models in related medical fields."
42369781,42369781,N090027,2,1,Clinical performance of an atrial fibrillation burden tracking algorithm: Evaluation against reference public and clinical textile electrocardiographic datasets.,"A lightweight RR-interval-based machine learning algorithm on textile ECG accurately detects AF and quantifies burden in long-term recordings with minimal error. Combined with a comfortable multi-lead textile platform, it provides a practical alternative to Holter monitors and implantable devices for continuous AF surveillance and treatment assessment."
41987901,41987901,N090039,1,301,Reprogramming of pathogenic strategies in Fusobacterium nucleatum : a study based on an in vitro infection model.,"Fusobacterium nucleatum can specifically adhere to and invade brain microvascular endothelial cells, disrupting their tight junctions. Through proteomic reprogramming, Fusobacterium nucleatum enhances its metabolic adaptation and immune evasion capabilities to adapt to changes in the intracranial microenvironment and establish persistent infection, thereby achieving a strategic shift from barrier penetration to intracranial colonization."
42038803,42038803,N090042,1,3028,Multi-sensor phenotyping of yield and yield stability for genotype selection in durum wheat.,"Selected features were used to evaluate seasonal reflectance phenotypes: ""keep"" genotypes (intermediate/high yield or/and stability) exhibited early-vigor but lower green retention by the end of grain filling, while ""discard"" genotypes (low yield or/and stability) showed reduced early vigor and ""stay-green"" behavior. This study highlights early-vigor and earlier senescence over ""stay-green"" for wheat selection, offering a cost-effective approach shifting the breeding focus from yield maximization to joint yield-stability evaluation, promoting sustainability."
42325497,42325497,N090047,2,450,"Design of INFORMUS, a pragmatic, randomized, double-blind, placebo-controlled study of cardiovascular outcomes with the extended-release, fixed-dose combination of naltrexone and bupropion.",Findings from INFORMUS will further characterize CV risk associated with NB-ER in adults with obesity or overweight at increased CV risk.
40943783,40943783,N090053,7,1,Efficacy and Mid-Term Outcomes of Paclitaxel-Coated Balloon (Optilume ® ) for Penile Strictures.,"Optilume significantly reduces urinary symptoms and improves QoL in penile urethral strictures, and the absence of re-interventions during follow-up underscores its durable mid-term success. It offers a minimally invasive alternative to urethroplasty, particularly for patients seeking symptom relief with a shorter recovery time and no hospital stay or general anesthesia. These preliminary findings suggest that Optilume may be a promising minimally invasive option for selected patients."
41096572,41096572,N090059,8,1,Phlorizin Ameliorates Amyloid-β Toxicity and Enhances Fatty Acid β-Oxidation in Caenorhabditis elegans via NHR-49-Dependent Pathway.,"This study aims to investigate the effects of PHZ on the regulation of fatty acid β-oxidation and resistance to Aβ-associated toxicity on the AD Caenorhabditis elegans and the mechanisms of action. Results showed that PHZ improved worms' survival and delayed senescence, as demonstrated by enhanced performance in lifespan, heat stress, ROS, and paraquat assays and chronic paraquat assays; PHZ also reduced lipid accumulation in worms, affected the unsaturated fatty acid pathway, and significantly increased the expression of fatty acid metabolism-related genes nhr-49 , acs-2 , and cpt-5 , and can be tightly coupled to NHR-49 targets."
41393423,41393423,N090071,4,1,Role of gut microbiota dysbiosis in the pathogenesis of non-alcoholic fatty liver disease among obese individuals.,"3.6; p=0.001), with increased Firmicutes, Enterobacteriaceae , and Ruminococcus, and decreased Bacteroidetes . These patients also showed elevated liver enzymes (ALT, AST) and inflammatory markers (TNF-α, IL-6)."
41510515,41510515,N090073,4,261,Liberal versus restrictive transfusion strategies in patients with acute brain injury: a systematic review and meta-analysis of randomized controlled trials.,"The liberal strategy of blood transfusion for patients with acute brain injury and anemia did not impact neurological outcomes. It reduced the incidence of sepsis or septic shock, but this came with an increase in the number of red blood cells transfused without affecting overall mortality or thrombotic events."
42355364,42355364,N090074,3,387,Effects of Carbon Dioxide on Hemolymph and Brain Proteomes in Honey Bee Workers ( Apis mellifera L.).,All stages showed role-specific energy metabolism reprogramming to meet increased post-exposure demands. The results also contribute valuable insights to the fundamental biology of other insects.
41357188,41357188,N090075,5,1,Machine learning-based predictive model for high- grade cytokine release syndrome in chimeric antigen receptor T-cell therapy.,This tool efficiently predicts progression to high-grade CRS post-onset and shows significant potential for clinical deployment in CAR-T therapy.
41585164,41585164,N090081,1,1195,Oral health-related quality of life in patients with osteogenesis imperfecta in Taiwan.,"An adequate number of P-FTUs is essential for maintaining OHRQoL in patients with OI. In addition to retaining natural teeth or fixed prostheses, ensuring proper distribution and functional occlusion is critical. Clinicians should prioritize treatment strategies that preserve posterior occlusion and provide prosthetic rehabilitation when required to support optimal oral function and quality of life."
41321929,41321929,N090086,7,180,A retrospective evaluation of preemptive liver transplantation for bile duct dysplasia in primary sclerosing cholangitis: Balancing risks and benefits.,"While favorable survival in confirmed dysplasia supports the role of preemptive LT, the absence of neoplasia in a substantial proportion of explants, particularly in suspected LGD, calls for a cautious, individualized approach. LT appears more clearly justified in accurately diagnosed HGD, given its strong association with early malignancy and the poor prognosis of advanced CCA. IMPACT AND"
41111822,41111822,N090102,8,1,Outcomes of Allogeneic Hematopoietic Stem Cell Transplantation in Adult Acute Myeloid Leukemia: A Systematic Review.,"Allo-HSCT benefits intermediate/poor-risk AML, with MSD and CR transplantation offering optimal outcomes. Haploidentical HSCT is viable for older patients lacking matched donors."
42125767,42125767,N090123,4,1,Relationship between remission rate of type 2 diabetes and skeletal muscle after laparoscopic sleeve gastrectomy.,"The group that showed T2D remission generally had a significantly higher skeletal muscle mass or percentage throughout the preoperative and postoperative period (P<0.05). The remission rate of T2D after LSG was favorable, and a relationship was observed between T2D remission after LSG, and skeletal muscle mass before and after surgery."
41809278,41809278,N090139,1,2141,Development of the Alcohol Use Disorders Identification Test-Consumption (AUDIT-C) Score as a Predictor of Alcohol Withdrawal Syndrome in Trauma Patients at a Community Level 1 Trauma Center.,"In the setting of moderate alcohol use, AUDIT-C was a statistically significant predictor for AWS (logistic regression model, χ2(1) = 172.371, p < 0.0005), with a 90.0% sensitivity, 96.2% specificity, positive predictive value of 52.9%, and negative predictive value of 99.5%. Conclusion We noted AUDIT-C scores of ≥ 5 at the time of admission in hospitalized trauma patients with moderate alcohol use to predict AWS."
41075729,41075729,N090144,4,1,Bone Health and Body Composition as Predictive and Prognostic Markers in Metastatic Castration-resistant Prostate Cancer: A Meet-URO Narrative Review.,"Although preliminary data suggest that selected bone and body composition markers may inform risk stratification and therapeutic decision-making, evidence remains heterogeneous and largely derived from retrospective or small prospective cohorts. A better understanding of these markers could support more personalized treatment strategies, improve monitoring of therapy-related toxicities, and ultimately enhance both survival and quality of life in patients with mCRPC."
41245608,41245608,N090152,1,1,The clinical characteristics and treatment response of myasthenia gravis with positive thyroid peroxidase antibody or thyroid globulin antibody.,"The study of Among 144 included patients demonstrates the clinical significance of TPOAb/TgAb in MG. TPOAb + TgAb + status identifies a clinical subgroup with a ""triple-high"" profile. TgAb may show potential as a disease activity biomarker."
41953301,41953301,N090155,1,1,Approach or avoidance? A dual-pathway model of job crafting in response to generative AI and its impact on career sustainability.,"RESULTS: The findings indicate that AI approach job crafting positively predicts professional proximal indicators of career sustainability (i.e., career satisfaction and performance) by enhancing work meaningfulness, whereas AI avoidance job crafting negatively predicts them via work alienation. Notably, both pathways failed to significantly affect life satisfaction, providing compelling evidence for the domain specificity of AI-related psychological mechanisms."
41870596,41870596,N090158,3,1,Comparative Evaluation of Frictional Resistance Among Passive Self-Ligating Brackets with Stainless Steel Arch wires - An In vitro Study.,"Bracket design substantially affects frictional resistance. Conventional elastomeric-ligated brackets generate the highest friction. Damon brackets generated significantly lower friction compared with Smart Clip and Selfy, which exhibited similar values."
41393381,41393381,N090160,2,1,Fracture resistance of CAD-CAM ceramic versus PFM endocrowns in cariously extracted mandibular Teeth: An in vitro study.,"Results showed significantly higher resistance in zirconia endocrowns across all tooth types. Thus, we show the use of zirconia as a more durable restorative material for posterior teeth with structural compromise."
41377561,41377561,N090174,1,1434,Eating disorders risk assessment and body esteem among elite polish contact karate athletes.,"The finding that over half of elite contact karate athletes exhibit risk indicators for eating disorders highlights the urgent need for systematic screening and intervention in weight-category sports. Prevention programs should integrate nutritional education, mental health support, and early identification strategies to protect both performance and long term health."
41228481,41228481,N090178,1,1,Effects of Acute Fish Oil Supplementation on Muscle Function and Soreness After Eccentric Contraction-Induced Muscle Damage.,Our findings indicate that acute FO administration may modestly aid muscle recovery and reduce muscle soreness following EIMD in healthy young adults while the overall impact may be limited.
41416242,41416242,N090179,8,1,Comparable isokinetic quadriceps performance six months after ACL reconstruction with rectus femoris versus hamstring tendon autografts.,"At 6 months after ACLR, quadriceps performance did not differ between RF and HT autografts. These early data do not address return-to-sport timing or graft healing and should not be interpreted as evidence of equivalence (it is not powered for equivalence/non-inferiority); rather, they support RF as a potential option warranting longer-term studies incorporating functional tests and patient-reported outcomes."
42266951,42266951,N090182,3,1,"The benefit and risk of adding PD-1/PD-L1 inhibitors plus anti-VEGF drugs to transarterial chemoembolisation for unresectable, non-metastatic hepatocellular carcinoma: a pooled analysis of four RCTs.","In patients with UR/NM HCC, TPA significantly improves PFS and ORR but does not yet demonstrate a significant OS benefit, and it is associated with increased grade 3-4 AEs. SYSTEMATIC REVIEW REGISTRATION: https://www.crd.york.ac.uk/PROSPERO/view/CRD420261290301, CRD420261290301."
42181429,42181429,N090187,3,599,"Long-Term Quality of Life and Functional Outcomes in Patients With Anorectal Malformations: A Retrospective Multicenter Study in Brussels, Belgium.","QoL assessment revealed persistent digestive functional disorders and physical symptoms across age groups, which improved with age. This follow-up should include systematic dietary support, perineal rehabilitation, and targeted interventions guided by anorectal manometry to improve QoL in this population."
42110940,42110940,N090192,1,2741,Sutured versus Sutureless Dural Substitutes: Experience from a Government Tertiary Care Hospital in India.,"Sutureless grafts like DuraGen offer rapid application, reduced infection risk, and suitability for complex areas like the skull base. Sutured grafts may be preferred for larger defects due to their adaptability and inherent strength."
41477349,41477349,N090193,7,1,The cytoskeletal protein smoothelin maintains homologous recombination repair by stabilizing RAD51 in an HUWE1-dependent manner in colorectal cancer.,"To explore the therapeutic role of SMTN, customized cell membrane infused biomimetic liposomes were constructed to ensure rapid delivery of SMTN siRNA specifically into HCT-116 cells, yielding significantly enhanced anti-cancer effects of irinotecan and fuzuloparib both in vitro and in vivo . To summarize, our findings revealed a novel function of SMTN in DNA damage repair and provided a therapeutic strategy of targeting SMTN to enhance the efficacy of DNA damage agents."
41270362,41270362,N090197,3,1,"Comparing outcomes following open, hybrid, minimally invasive, and robotic-assisted esophagectomy: A systematic review.","LMIE and RAMIE were superior in terms of blood loss, pulmonary complications, hospital stays, improved QOL, and lymph node yield compared to OE. Notwithstanding these concerted benefits, equipoise was demonstrated in terms of rates of surgical site infection, chyle leak, mortality, survival and oncological outcomes. Thus, minimally invasive techniques should be considered where surgeon and institution expertise allow."
41579075,41579075,N090200,1,1,"Short-term creatine supplementation enhances strength, reduces fatigue, and accelerates recovery in resistance-trained athletes: a double-blind, randomized, crossover trial.","These findings demonstrate that even three days of CrM supplementation have the potential to enhance strength performance, reduce physiological stress, and accelerate recovery, suggesting it as an effective ergogenic strategy for athletes seeking immediate performance gains and reduced post-exercise soreness."
42158790,42158790,N090204,5,139,Closing the Loop After Positive Fecal Immunochemical Test (FIT) Results: Barriers to Colonoscopy Completion Within the Saudi Model of Care in Qassim Health Cluster.,"Multivariable regression indicated that higher educational attainment showed a trend toward a lower likelihood of reporting psychological barriers (OR: 0.56, p = 0.078). These barriers can be minimized through targeted continuous patient education and culturally sensitive psychological support, which are essential to bridging gaps in the CRC screening cascade."
42366225,42366225,N090213,5,3,Effects of synbiotic supplementation on cardiometabolic risk factors in overweight or obese calcium oxalate stone formers: a randomized controlled trial.,"The study of patients with kidney stones indicates that synbiotic supplementation significantly reduces serum hs-CRP, while increasing serum TAC. Therefore, synbiotics may have beneficial effects on CVD risk factors in patients with kidney stones.Iranian Registry of Clinical Trials IRCT20120913010826N35 (21/11/2024)."
41441657,41441657,N090215,8,1,"The Safety and Immunogenicity of a 13-Valent Pneumococcal Polysaccharide Conjugate Vaccine (CRM197/TT) in 12-23-Month Children: A Double-Blind, Randomized, Phase III Trial in China.",PCV13i demonstrated non-inferior immunogenicity and an acceptable safety profile in 12-23-month-old children.
40941630,40941630,N090217,1,2365,Prognostic Significance of Nomogram and T-Score in Locally Advanced Cervical Cancer Patients Treated with Curative Chemoradiotherapy and Image-Guided Brachytherapy: A Single-Center Retrospective Study.,"The study of in Locally Advanced Cervical Cancer Patients demonstrated that the nomogram's predictions for 60-month overall survival are underestimates. Prognosis can be estimated using the TS D , which can be easily obtained with a clinical examination and detailed MRI examination."
41531596,41531596,N090224,7,17,Contrast-Enhanced Mammography Versus Digital Mammography and Tomosynthesis in Dense Breasts: Diagnostic Accuracy and Impact on Surgical Planning in Multifocal and Multicentric Breast Carcinoma.,"CEM demonstrated superior diagnostic performance over DM and DBT in women with dense breasts, offering enhanced lesion conspicuity, greater radiologist confidence, and high concordance with histopathology. Its significant impact on surgical planning highlights CEM as a cost-effective, accessible alternative to MRI for preoperative assessment in dense-breast populations, particularly in resource-limited settings."
42244787,42244787,N090227,3,1,Risk stratification for sudden cardiac death in nonischemic dilated cardiomyopathy: a moving target?,"None of these markers have consistently improved the predictive accuracy for SCD beyond LVEF. Cardiac magnetic resonance (CMR) imaging with late gadolinium enhancement (LGE) has emerged as a tool for substrate characterization, with myocardial fibrosis burden and LGE patterns associated with SCD, arrhythmic events, as well as appropriate therapies in patients with implantable cardioverter-defibrillators."
42121883,42121883,N090231,2,1,Refractory Keloids and Hypertrophic Scars: Immune Dysregulation and Neuroimmune Mechanisms Underlying Treatment Failure.,"Current evidence shows prolonged activation of pro-inflammatory and pro-fibrotic cytokine pathways like IL-6, TNF-α, TGF-β, and IL-17 drives sustain fibroblast activation and disrupts normal wound healing and remodeling. This review highlights critical gaps in current management strategies and emphasizes the need for biologically informed, multidisciplinary approaches to improve long-term outcomes for keloid and hypertrophic scar management."
41938289,41938289,N090236,7,1,A Novel Approach to Treating Adults With Type 1 Diabetes and Recurrent Diabetic Ketoacidosis: Once-Daily Subcutaneous Basal Insulin With Hybrid Closed-Loop Insulin Pump Therapy.,Adding once-daily subcutaneous basal insulin to hybrid closed-loop therapy may have the potential to reduce DKA-related hospitalizations and improve glycemic outcomes in adults with T1D and recurrent DKA.
42158704,42158704,N090239,1,922,Association between nadir albumin concentration and mortality in pediatric patients undergoing postcardiotomy extracorporeal membrane oxygenation.,"In pediatric patients receiving postcardiotomy ECMO support, a lower nadir albumin concentration was independently correlated with an elevated risk of mortality and may serve as a readily available marker for risk stratification, warranting validation in prospective studies."
42157963,42157963,N090241,2,5,Global age-related seroprevalence for adeno-associated virus serotype 9 immunoglobulin G.,"Logistic regression analysis revealed that the predicted AAV9-Ab immunoglobulin G titer significance probability was elevated at 0 months, declined up to 12 months, and then steadily increased from 12 to 24 months of age. In conclusion, our analyses confirmed age-related AAV9-Ab immunoglobulin G seroprevalence."
42238433,42238433,N090242,3,1,"Prevalence, Genetics, and Imaging Characteristics of Patients with Mitral Valve Prolapse and Arrhythmogenic Right Ventricular Cardiomyopathy.",MVP is prevalent in ARVC and characterized by PKP2 variants in most cases. Typical features of arrhythmic MVP like bileaflet involvement and annular disjunction are rare in ARVC with MVP; features of arrhythmogenic left-sided cardiomyopathy - increased LV mass index and wall motion abnormalities - are more common. Further studies are needed to understand the role of MVP in arrhythmic risk stratification of ARVC.
42368980,42368980,N090246,1,1,"Positive Effects of Conscious Connected Breathing Exercises on Sexual Function, Sleep, and Mood in Women with Fibromyalgia Syndrome Compared to Controls.","Breathing exercises can positively influence quality of sleep, anxiety, depression, and sexual life in patients with FMS. Incorporating breathing exercises into the curriculum may be considered to balance the quality of life for women with FMS."
42116461,42116461,N090251,2,1,Mechanisms of processing-driven changes on digestibility of fermented Indica rice noodles.,"Thermal steps initially disrupted the native starch structure by gelatinization, significantly reducing relative crystallinity (RC) and short-range order, which increased rapidly digestible starch (RDS) and glycemic index (GI). These structures characterized by increased RC and A/V-type crystals, significantly elevated slow-digestible (SDS) and resistant starch (RS) contents, impeding digestibility and leading to a low GI profile."
41970126,41970126,N090264,8,1,Costoclavicular Brachial Plexus Block for Upper Limb Procedures: A Narrative Review of Efficacy and Safety.,"Although the block alone may not provide complete anesthesia for extensive shoulder surgery, it offers a safe, efficient, and diaphragm-sparing alternative for a wide range of upper limb procedures. This review supports the costoclavicular approach as an important component of contemporary, anatomy-based regional anesthesia practice."
41472764,41472764,N090267,1,3086,"Fecal carriage and multidrug resistance profiles of zoonotic Campylobacter species isolated from broilers in Nsukka, Nigeria.","The 20% fecal carriage of ZCS in slaughtered broilers and the 97.3% MDR prevalence pose a serious public-health and food-safety threat. Prudent antimicrobial use strengthened farm biosecurity, and active AMR surveillance under a One Health framework are urgently needed to curb the spread of antibiotic-resistant Campylobacter spp. in poultry production systems and to safeguard human health."
